"key","hi"
"MANOWAR6","क्या Sigma ने तुम्हें Maverick बना दिया?"
"MANOWAR7","मैं Maverick नहीं हूँ... मेरा अपने और अपने कार्यों पर पूरा नियंत्रण है..."
"MANOWAR8","मैं नई दुनिया के हमारे सपने को साकार करने के लिए कड़ी मेहनत कर रहा हूँ...!"
"MANOWAR9","तुम Maverick बन गए हो! मुझे तुम्हें रोकना होगा!"
"MANTIS1","अरे! यहाँ एक Maverick Hunter क्या कर रहा है?"
"MANTIS2","Dark Mantis... तुम Maverick बन गए हो। मैं तुम्हारे हथियार उत्पादन को बंद कर रहा हूँ।"
"MANTIS3","हम New Generation Reploid इस तरह बनाए गए हैं कि हम Maverick नहीं बन सकते, बच्चे।"
"MANTIS4","तो फिर तुम हथियार क्यों बना रहे हो? क्या Sigma तुम्हें नियंत्रित कर रहा है?"
"MANTIS5","और तुम्हें कौन नियंत्रित कर रहा है, X? तुम्हारा कीमती ""न्याय""? क्या यही है?"
"MANTIS6","Dark Mantis... तुम्हारे कार्य एक Maverick के हैं!"
"MANTIS7","आश्चर्य नहीं, तुम पुराने मॉडल Reploid सच में कुछ नहीं समझते।"
"MANTIS8","मेरा ब्लेड तुम्हें दिखाएगा कि तुम्हारा तथाकथित ""न्याय"" कितना गलत है!"
"PANDA1","क्या तुम जानते हो कि रॉकेटरी का सबसे पुराना रूप युद्ध के लिए इस्तेमाल की जाने वाली मिसाइलें थीं?"
"PANDA2","पूरा इतिहास ऐसी चीज़ें बनाने में बीता है जिनका एकमात्र उद्देश्य विनाश है। मिसाइलें... Reploid..."
"PANDA3","तुम क्या कह रहे हो? कोई भी Reploid विनाश नहीं चाहता।"
"PANDA4","क्या तुमने कभी खुद ऐसा नहीं सोचा, X?"
"PANDA5","कि यह दुनिया विनाश चाहती है और कुछ नहीं?"
"PANDA6","क्या Sigma यही मानता है? लेकिन... यह तो..."
"PANDA7","मुझे पता है तुम क्या कहने वाले हो।"
"PANDA8","तुम इस विचार को Maverick मानते हो, है ना?"
"PANDA9","इसीलिए हमें लड़ने पर मजबूर होना पड़ता है।"
"ROOSTER1","क्या तुम जानते हो यह जगह क्या है, X?"
"ROOSTER2","यह सीमावर्ती कचरा निपटान केंद्र है। जहाँ कचरे को दबाया और जलाया जाता है..."
"ROOSTER3","Burn Rooster, तुमने दंगा क्यों शुरू किया? क्या Sigma तुम्हें नियंत्रित कर रहा है?"
"ROOSTER4","यह कोई साधारण दंगा नहीं है। यह उन सभी Reploid का बदला है जिन्हें तुमने Maverick कहा और इस कबाड़ के ढेर पर फेंक दिया!"
"ROOSTER5","Maverick केवल आपदा और विनाश लाते हैं! हमारे पास उन्हें रोकने के अलावा कोई विकल्प नहीं है!"
"ROOSTER6","यही है तुम्हारा न्याय? तुम्हें कबाड़ में फेंका जाना चाहिए!"
"ROOSTER7","Sigma क्या करने की योजना बना रहा है? तुम जानते हो, वह बस तुम्हारा इस्तेमाल कर रहा है। और कुछ नहीं!"
"ROOSTER8","मेरा इस्तेमाल? अगर नई दुनिया लाने के लिए यही कीमत चुकानी पड़े, तो ठीक है!"
"ROOSTER9","हम जो नई दुनिया बनाएँगे, उसमें तुम जैसे Reploid के लिए कोई जगह नहीं है!"
"SUNFLOWER1","X... चूँकि तुम यहाँ तक पहुँच गए, तुमने समझ लिया होगा।"
"SUNFLOWER2","तुम्हें अंदाज़ा तो होगा कि हम यहाँ क्या चाह रहे हैं।"
"SUNFLOWER3","तुम Maverick... तुम Sigma के नियंत्रण में हो, है ना?"
"SUNFLOWER4","निराश करने के लिए माफ़ी, लेकिन कोई हमें नियंत्रित नहीं कर सकता।"
"SUNFLOWER5","हम शायद अच्छे नहीं हैं, लेकिन हम राक्षस भी नहीं हैं।"
"SUNFLOWER6","किसी को भी हमारी योजनाओं को रोकने का अधिकार नहीं है!"
"TRILOBYTE1","क्या तुम जानते हो कि यहाँ जो अयस्क हम खनन करते हैं वह अंतरिक्ष विकास में इस्तेमाल होता है?"
"TRILOBYTE2","इसके पीछे Sigma ही होना चाहिए! उसे इन खनिजों से क्या चाहिए?"
"TRILOBYTE3","अगर मैं समझाऊँ भी, तो मुझे शक है कि तुम जैसा बुद्धिहीन Maverick Hunter समझ पाएगा।"
"TRILOBYTE4","मैं तुम पुराने कबाड़ के ढेरों को यहीं दफ़ना दूँगा!"
"YETI1","मैं तुम्हें हमारे रास्ते में नहीं आने दूँगा।"
"YETI2","Avalanche Yeti! तुम क्या कर रहे हो?"
"YETI3","हम अब तुम्हारी दुनिया को आदर्श नहीं मानते। तुम पुराने मॉडल Reploid का यहाँ कोई काम नहीं है।"
"YETI4","यहाँ से चले जाओ, X!"
"YETI5","बिल्कुल नहीं! अगर हम इस प्रणाली की मरम्मत नहीं करते, तो दुनिया का पारिस्थितिक संतुलन खतरे में है!"
"YETI6","हम्फ। बहुत देर हो चुकी है, X।"
"YETI7","तुम और तुम्हारे तुच्छ Maverick Hunter हार गए!"
"VILE1-1","Vile!"
"VILE1-2","तुम Lumine को कहाँ ले गए? क्या तुम Jakob Project में बाधा डालने की योजना बना रहे हो?"
"VILE1-3","इतने समय बाद मिलने पर बस सवालों की बौछार? "
"VILE1-4","हमारे छोटे दोस्त की चिंता मत करो। Lumine की देखभाल हो रही है। हा हा हा..."
"VILE1-5","Orbital Elevator हमारे लिए बहुत महत्वपूर्ण है, हम उसे चलाने वाले को नुकसान नहीं पहुँचाएँगे।"
"VILE1-6","क्या तुम नहीं जानते तुम क्या कर रहे हो?"
"VILE1-7","Jakob Project मनुष्यों और Reploid का एक महत्वपूर्ण संयुक्त उद्यम है!"
"VILE1-8","शांत हो जाओ, X..."
"VILE1-9","चलो इस छोटे पुनर्मिलन का आनंद लेते हैं, ठीक?"
"VILE2-1","Vile!"
"VILE2-2","मैं तुम्हारा पीछा करते-करते थक गया। Lumine को छोड़ दो। अभी!"
"VILE2-3","हा हा हा... Lumine? हमेशा सकारात्मक सोच वाले, है ना?"
"VILE2-4","अपने चारों ओर देखो, मूर्ख! तुम्हारी दुनिया पहले से ही ढहने लगी है! क्या तुम इतने मंद हो कि सोचते हो तुम माँग रखने की स्थिति में हो?"
"VILE2-5","जैसा तुम जानते हो वह दुनिया? Maverick? सबको अलविदा कहो!"
"VILE2-6","तबाही, कयामत और विनाश! हमें इसी के लिए बनाया गया था!"
"VILE3-1","हा हा हा! तुम एक ऐसी दुनिया के लिए बहुत संघर्ष कर रहे हो जो बर्बाद होने वाली है!"
"VILE3-2","तो, शुरू से Sigma ही सूत्रधार था, है ना, Vile?"
"VILE3-3","हा हा हा... क्या तुम आखिरकार समझने लगे हो, X?"
"VILE3-4","Orbital Elevator... ऊर्जा... अंतरिक्ष खनिज... रॉकेट डेटा..."
"VILE3-5","अंतरिक्ष का रास्ता... जिसने इस दुनिया को इतने लंबे समय तक टिकाए रखा... वह हमारा है!"
"VILE3-6","ऐसे समय में, तुम्हारा कीमती शब्द ""Maverick"" कितना महत्वपूर्ण है?"
"VILE3-7","मुझे परवाह नहीं कि तुम क्या करने की योजना बना रहे हो। मैं चाहे जो हो, इसे रोकूँगा!"
"VILE4-1","तो, तुम अभी भी अपना संघर्ष छोड़ने से इनकार करते हो?"
"VILE4-2","क्या तुम इतने अंधे हो कि तुमने किसी तरह खुद को मना लिया कि आशा बाकी है?"
"VILE4-3","जब तक मैं खड़ा हूँ, आशा है!"
"VILE4-4","मैं तुम्हें और Sigma दोनों को हराऊँगा!"
"VILE4-5","हा हा हा... मुझे लगता है तुम्हें अभी नष्ट करना बेकार होगा..."
"VILE4-6","शायद मैं आखिरी संभव पल तक इंतज़ार करूँ और इसमें थोड़ा मज़ा लूँ!"
"COPYSIGMA1","Sigma!?"
"COPYSIGMA2","मैं तुम्हें उस नाम से बुलाने की अनुमति दूँगा, क्योंकि मैं वास्तव में Sigma हूँ।"
"COPYSIGMA3","तुम हर Reploid पर... हर इंसान पर... पूरी दुनिया में बदला लेने की योजना बना रहे हो?"
"COPYSIGMA4","तुम पूरी तरह पागल हो! मैं अभी इसे रोकने जा रहा हूँ!"
"COPYSIGMA5","किसे रोकना? हम पहले से चाँद पर नियंत्रण रखते हैं।"
"COPYSIGMA6","वह पुरानी दुनिया सड़ गई है। हम उसकी जगह एक नई दुनिया लाएँगे!"
"COPYSIGMA7","लेकिन, उससे पहले, X, शायद यह हमारे अंतिम मुकाबले का समय है!"
"SIGMA1","स्वागत है, Maverick Hunter। तुम्हें फिर देखकर अच्छा लगा, X।"
"SIGMA2","हमारी मुलाकात नियति थी, X। हमारी किस्मत यहीं, अभी तय होगी।"
"SIGMA3","एक नए युग की शुरुआत का समय आ गया है। और तुम्हारा विनाश, X, इसका एक आवश्यक हिस्सा है।"
"SIGMA4","..."
"SIGMA5","जिसे तुम ""न्याय"" कहते हो, उसके प्रति तुम्हारा समर्पण ही था जिसने मुझे सोचने पर मजबूर किया..."
"SIGMA6","मैंने इस दुनिया की अपूर्णता को समझा, और इसे बदलने का फैसला किया।"
"SIGMA7","अपने पागलपन के लिए मुझे दोष मत दो, Sigma!"
"SIGMA8","हा हा हा... बहुत देर हो चुकी है, X। गियर चलने लगे हैं। अब पीछे मुड़ना नहीं है।"
"SIGMA9","New Generation Reploid ही वे थे, X। मेरे बच्चे इस सबके ज़िम्मेदार हैं..."
"SIGMA10","बच्चे? तुम किस बारे में बात कर रहे हो!?"
"SIGMA11","Jakob Project... वह कार्यक्रम जिसने New Generation Reploid को जन्म दिया... यह सब मेरी वजह से हुआ!"
"SIGMA12","निराशा और हताशा में डूब जाओ! नई दुनिया के शासक के सामने तुम शक्तिहीन हो!"
"SIGMA13","अब, X... तुम इस सड़ी हुई दुनिया के साथ नष्ट हो जाओगे!"
"FINALLUMINE1","अरे, Lumine! क्या तुम ठीक हो?"
"FINALLUMINE2","क्या मैं ठीक हूँ...? बिल्कुल।"
"FINALLUMINE3","अब जब तुमने Sigma को हरा दिया, मुझे लगता है तुम संतुष्ट हो।"
"FINALLUMINE4","लेकिन देखो, उसने तो बस मेरी योजना में मदद की..."
"FINALLUMINE5","New Generation Reploid जाग गए हैं और नई दुनिया करीब है!"
"FINALLUMINE6","Lumine! तुम क्या कर रहे हो!?"
"FINALLUMINE7","मुझे मत बताओ कि तुम भी Maverick बन गए हो..."
"FINALLUMINE8","Maverick? तुम जानते हो कि ऐसा नहीं है, X।"
"FINALLUMINE9","इसीलिए तुम हिचकिचा रहे हो। तुममें यह साहस नहीं है..."
"FINALLUMINE10","...!"
"FINALLUMINE11","तुम जैसे पुराने मॉडल को चिंता करनी पड़ती है कि उनके कार्य वाकई उनके अपने हैं या नहीं।"
"FINALLUMINE12","कौन जानता है इस पल तुम्हें कौन प्रभावित कर रहा होगा?"
"FINALLUMINE13","हालाँकि, हम New Generation Reploid सैकड़ों पुराने मॉडल Reploid के डेटा से बनाए गए थे।"
"FINALLUMINE14","यही हमें सभी वायरस से पूर्ण प्रतिरक्षा देता है। हम अपनी मर्ज़ी से काम कर सकते हैं, क्योंकि यह हमारी स्वतंत्र इच्छा की गारंटी देता है!"
"FINALLUMINE15","और इसमें Sigma जैसा व्यवहार करना भी शामिल हो सकता है... क्या तुम समझ रहे हो मैं क्या कह रहा हूँ?"
"FINALLUMINE16","कोई भी Reploid Sigma जैसा पागल होने का चुनाव नहीं करेगा!"
"FINALLUMINE17","सोचो, X... क्या Sigma सच में पागल था?"
"FINALLUMINE18","..."
"FINALLUMINE19","हाँ, उसने तुम्हारी दुनिया के खिलाफ़ विद्रोह किया। शायद किसी वायरस के कारण।"
"FINALLUMINE20","फिर भी, उसके संघर्ष ने हम सबको दिखाया कि यह दुनिया कितनी सड़ी हुई है!"
"FINALLUMINE21","इंसान Reploid का इस्तेमाल करके अपने शापित आक्रामकता के चक्र को बनाए रखते हैं..."
"FINALLUMINE22","इसीलिए पुरानी दुनिया के खिलाफ़ लड़ाई का हमारा फैसला सचेत रूप से लिया गया था।"
"FINALLUMINE23","दूसरे शब्दों में..."
"FINALLUMINE24","हमारे पास अपनी मर्ज़ी से Maverick बनने की शक्ति है!"
"FINALLUMINE25","...!"
"FINALLUMINE26","X... क्या तुममें सच में हमें रोकने की ताकत है?"
"FINALLUMINE27","तुम बस इंसानों का एक औज़ार हो। पुरानी दुनिया का एक औज़ार और कुछ नहीं..."
"FINALLUMINE28","और तुम सोचते हो कि तुम हम जैसे विकसित प्राणियों का सामना कर सकते हो?"
"FINALLUMINE29","हा हा हा हा हा हा हा हा हा! मुझे हँसाओ मत..."
"FINALLUMINE30","दुनिया बदल रही है! यह स्वाभाविक है कि विकास अपना रास्ता अपनाए!"
"FINALLUMINE31","अब, कतार में लग जाओ, विनाश के लिए!"
"FINALLUMINE32","Lumine... मुझे माफ़ करो लेकिन... मेरे पास कोई और विकल्प नहीं है।"
"FINALLUMINE33","भले ही तुम Jakob Project के पीछे थे..."
"FINALLUMINE34","जब तक मैं तुम्हारी बुरी योजना को नहीं रोक देता, मैं हार नहीं मानूँगा!"
"FINALLUMINE35","तुम्हारे पास हमारे सहयोगी बनने का मौका था, लेकिन अंत में तुम हमारे दुश्मन बन गए।"
"FINALLUMINE36","और मैं तुम्हें इससे बचने नहीं दूँगा!"
"FINALLUMINE37","दुश्मन... सहयोगी... यह मामला इतना सीधा नहीं है।"
"FINALLUMINE38","Reploid, मानवता के साथ, अपरिवर्तनीय रूप से बदल गए हैं।"
"FINALLUMINE39","उनके अस्तित्व की प्रकृति भी बदल गई है..."
"FINALLUMINE40","और हमारी नई दुनिया में तुम्हारी ज़रूरत नहीं है!"
"ENDING1-1","ENDING1-1"
"ENDING1-2","अविश्वसनीय..."
"ENDING1-3","तुमने शायद मुझे हरा दिया... लेकिन जो शुरू हो चुका है उसे रोकने में बहुत देर हो चुकी है..."
"ENDING1-4","अगर ज़रूरत पड़ी तो मैं तुम जैसे और भी लोगों से लड़ूँगा।"
"ENDING1-5","हा हा हा... तुम्हें सच में स्थिति की समझ नहीं है, है ना?"
"ENDING1-6","खैर... तुम्हें पता चल जाएगा... जल्द ही..."
"ENDING1-7","....."
"ENDING1-8","उफ़! मुझसे यह दर्द और सहा नहीं जाता... बस... जल्दी करो..."
"ENDING2-1","यह X है..."
"ENDING2-2","दुश्मन... का सफ़ाया हो गया।"
"ENDING2-3","मैं वापस आ रहा हूँ..."
"ENDING2-4","समझ गए..."
"FINAL-1","Axl!"
"FINAL-2","X... X... क्या तुम सुन सकते हो? संचार बहाल हो गया है। स्थिति बताओ!"
"FINAL-3","यह X है, हमने Sigma की योजनाओं को रोकने में कामयाबी पाई... लेकिन Axl..."
"FINAL-4","Axl घायल हो गया है, लेकिन वह ठीक है।"
"FINAL-5","हम अब वापस आ रहे हैं।"
"FINAL2-1","(जागृति...)"
"FINAL2-2","(Lumine ने इसे ऐसे बताया था...)"
"FINAL2-3","(उसने कहा... यह विकास था...)"
"FINAL2-4","(अगर वह सही है...)"
"FINAL2-5","(तो... हम क्या कर रहे हैं?)"
"FINAL3-1","मुझे यकीन है कि तुम कुछ समय पहले Lumine जो कह रहा था उसके बारे में सोच रहे हो।"
"FINAL3-2","इसे दिल पर मत लो। बस Sigma बन जाना विकास कहलाने के लायक नहीं है।"
"FINAL3-3","..."
"FINAL3-4","ख़ैर। X..."
"FINAL3-5","भले ही हम Reploid को कबाड़ के ढेर में जाना पड़े जब वह ""विकास का कदम"" आए..."
"FINAL3-6","हमें अभी भी लड़ना होगा..."
"FINAL3-7","न केवल Maverick के खिलाफ़, बल्कि अपनी नियति के खिलाफ़ भी..."
"SECRET2-1","स्वागत है, Mega Man X। मैं तुम्हारा इंतज़ार कर रहा था।"
"SECRET2-2","तुम उन सबसे अलग हो जिनका मैंने पहले सामना किया है..."
"SECRET2-3","तुमसे शांति और दया की आभा निकलती है। तुम कौन हो?"
"SECRET2-4","कितनी सूक्ष्म दृष्टि है कि तुमने इतनी जल्दी यह देख लिया।"
"SECRET2-5","मैं Serenade हूँ।"
"SECRET2-6","तुमने कहा कि मैं उनसे अलग हूँ जिनका तुमने पहले सामना किया?"
"SECRET2-7","वह मेरी अपार शक्ति के कारण है।"
"SECRET2-8","अपार...?"
"SECRET2-9","सही है। जब से मैंने UnderKing की उपाधि खोई, तब से मैं प्रशिक्षण कर रहा हूँ।"
"SECRET2-10","बीस वर्षों से मैं शक्ति एकत्र कर रहा था। अब मैंने अपनी ताकत परखने के लिए तुम्हें चुना है।"
"SECRET2-11","Serenade, है ना? हम्म..."
"SECRET2-12","ठीक है, मैं तुम्हारी द्वंद्वयुद्ध स्वीकार करता हूँ!"
"SECRET2-13","तो, मेरे पास आओ..."
"SECRET2-14","मैं सच में सोचता था कि मैं तुम्हें हराने के लिए काफ़ी मज़बूत हूँ। मैं गलत था।"
"SECRET2-15","तुम्हारे दिल में जो दयालुता, प्रेम और सम्मान है, वह तुम्हें और भी शक्तिशाली बनाता है।"
"SECRET2-16","तुमने यह द्वंद्वयुद्ध सुंदरता से लड़ा। तुम सच में इस दुनिया के सबसे शक्तिशाली रोबोट हो।"
"SECRET2-17","काश मेरे पास तुम्हें पुरस्कृत करने के लिए कुछ होता। मैं तुम्हें बस अपना धन्यवाद दे सकता हूँ।"
"SECRET2-18","Mega Man X। हम किसी और जगह फिर मिलेंगे..."
"SECRET2-19","अभी के लिए, विदा!"
"SECRET3-1","आखिरकार, मैंने इसे प्राप्त कर लिया। इस डेटा में सभी वर्तमान वांछित अपराधियों की जानकारी है..."
"SECRET3-2","तुम, रुको। यह क्षेत्र S Class Hunter तक सीमित है, वह डेटा भी! इसे सौंपो और चुपचाप आओ!"
"SECRET3-3","मैं जानता हूँ यह कैसा दिखता है, लेकिन चिंता मत करो, X।"
"SECRET3-4","मेरा नाम Red है। मुझे पता चला कि तुम हाल की घटनाओं से जूझ रहे हो, इसलिए मैंने... मदद करने का फैसला किया।"
"SECRET3-5","इससे, हम अपना Maverick शिकार शुरू कर सकते हैं और तुम्हारे कंधों से कुछ बोझ उतार सकते हैं... एक कीमत पर, ज़ाहिर है।"
"SECRET3-6","लगता है तुम एक गंदे इनामी शिकारी हो।"
"SECRET3-7","तुम जो चाहो सोच सकते हो। मैं पीछे नहीं हटूँगा... तैयार हो जाओ!"
"SECRET3-8","बुरा नहीं... एक बूढ़े के लिए..."
"ZEROSECRET1","हे हे हे हे हे!"
"ZEROSECRET2","आखिरकार, अब मैं तरीका समझ गया, मैं कभी इतना खुश नहीं रहा..."
"ZEROSECRET3","Z... Zero?"
"ZEROSECRET4","X! मेरा दिमाग बहुत साफ़ हो रहा है... अब मैं अपना असली उद्देश्य समझता हूँ।"
"ZEROSECRET5","मुझे अब Maverick की परवाह नहीं... बस मुझे एक काम करना है..."
"ZEROSECRET6","Zero? तुम्हें क्या हुआ? यह तुम नहीं हो। होश में आओ! अगर ऐसे करते रहे तो मर जाओगे!"
"ZEROSECRET7","मैं आखिरकार अपनी ज़ंजीरों से मुक्त महसूस कर रहा हूँ, X। इतने लंबे समय से नाज़ुक, कमज़ोर, शक्तिहीन रहने के बाद..."
"ZEROSECRET8","मैंने आखिरकार अपना असली रूप जगाया! मेरी आँखों में देखो X! क्या तुम मेरी खुशी महसूस नहीं कर सकते?! हा हा हा हा हा हा हा हा हा हा हा हा हा हा हा हा हा!!!!!"
"ZEROSECRET9","..."
"ZEROSECRET10","Zero... यही तुमने मुझे पहले बताया था, है ना?"
"ZEROSECRET11","कुछ चीज़ें हैं जिन्हें देखा या विश्लेषण नहीं किया जा सकता।"
"ZEROSECRET12","हमें उन्हें महसूस करना होगा..."
"ZEROSECRET13","और अब... मैं महसूस कर सकता हूँ, कुछ बहुत बुरा महसूस कर सकता हूँ... Sigma से भी ज़्यादा बुरा!"
"ZEROSECRET14","यही हमारी नियति है, है ना? मैं लड़ूँगा! मैं भागूँगा नहीं! मैं तुम्हें हराऊँगा और अपने दोस्त को वापस लाऊँगा!"
"ZEROSECRET15","तो मुझे अब तुम्हें और कुछ समझाने की ज़रूरत नहीं है। मैं तुम्हें नष्ट कर दूँगा!"
"ZEROSECRET16","ZERO!!!!"
"INTRO2-1_AXL","हे Alia, यह Axl है! मैं Orbital Elevator के पास दुर्घटना स्थल के करीब हूँ!"
"INTRO2-2_AXL","यार, यहाँ पूरी तबाही है, चारों तरफ़ Maverick हैं!"
"INTRO2-3_AXL","मैं अंदर जा रहा हूँ! जैसे ही मैं कहूँ, बचाव मेकेनिलॉइड भेजने को तैयार रहो!"
"INTRO2-4_AXL","समझ गए, Axl! सावधान रहना!"
"INTRO2-5_AXL","S-Sigma?! लेकिन... कैसे?!"
"INTRO2-6_AXL","दुर्घटना के दौरान खुद को नुकसान से बचाने के लिए..."
"INTRO2-7_AXL","हमें एक मजबूत Sigma शरीर की नकल करनी पड़ी।"
"INTRO2-8_AXL","हम New Generation Reploid सभी वायरस से पूर्ण प्रतिरक्षा रखते हैं।"
"INTRO2-9_AXL","इसलिए Sigma जैसी खतरनाक चीज़ की नकल करने में भी कोई जोखिम नहीं है।"
"INTRO2-10_AXL","रुको, तुम कौन हो?"
"INTRO2-11_AXL","मैं Lumine हूँ..."
"INTRO2-12_AXL","मैं एलिवेटर और Jakob Project का निदेशक हूँ।"
"INTRO2-13_AXL","समझा। रुको, मैं अपनी टीम को बचाव दल भेजने का संकेत दूँगा-"
"INTRO3-1_AXL","अरे अरे... यहाँ कौन है? एक छोटा नया सिपाही?"
"INTRO3-2_AXL","क्या बात है?! तुम कौन हो?"
"INTRO3-3_AXL","मैं Vile हूँ। मैं कहूँ कि तुमसे मिलकर अच्छा लगा, लेकिन वह झूठ होगा।"
"INTRO3-4_AXL","तुम्हारा छोटा दोस्त X कहाँ है?"
"INTRO3-5_AXL","X? उससे तुम्हारा क्या लेना-देना?"
"INTRO3-6_AXL","हा हा हा! कुछ ख़ास नहीं... बस कुछ अधूरा काम निपटाना है।"
"INTRO3-7_AXL","तुम किसी को नहीं गिराओगे! Lumine को छोड़ दो!"
"INTRO3-8_AXL","कोई मौका नहीं। Orbital Elevator अब हमारे नियंत्रण में है..."
"INTRO3-9_AXL","तुम क्या करने की योजना बना रहे हो?!"
"INTRO3-10_AXL","यह अभी शुरू होता है, बच्चे... एक नई दुनिया का जन्म होगा!"
"INTRO3-11_AXL","हा हा हा हा हा हा हा हा हा हा!"
"ANTONION1_AXL","Antonion... तुम एक ऐसे प्रतिभाशाली हुआ करते थे। क्या तुम पागल हो गए? तुम क्या योजना बना रहे हो?"
"ANTONION2_AXL","पागल? हा हा। यह मज़ेदार है।"
"ANTONION3_AXL","क्या तुम कह रहे हो कि तुम खुद पूरी तरह समझदार हो? क्या तुम्हें यकीन है कि तुम सही पक्ष में हो?"
"ANTONION4_AXL","मुझे पूरा यकीन है। अच्छाई और बुराई में अंतर करना इतना मुश्किल नहीं है। इतना तो मुझे पक्का पता है।"
"ANTONION5_AXL","हा! मैं पूरी तरह सहमत हूँ!"
"ANTONION6_AXL","यहाँ समस्या वह दुनिया है जिसमें हम रहते हैं। लेकिन मैं इसे ठीक करने की योजना बना रहा हूँ!"
"MANOWAR1_AXL","यहाँ क्या हो रहा है, Man-o-War?"
"MANOWAR2_AXL","अगर तुम बिजली सामान्य नहीं करते, तो Abel City के लोगों को कष्ट होगा।"
"MANOWAR3_AXL","... ... ..."
"MANOWAR4_AXL","वह इतना Maverick बन चुका है कि बोल भी नहीं सकता..."
"MANOWAR5_AXL","क्या? Maverick क्या है? क्या तुम जानते हो यह क्या है?"
"MANOWAR6_AXL","Maverick? वह एक बेकाबू Reploid होता है, तुम्हारे जैसा।"
"MANOWAR7_AXL","माफ़ करना दोस्त, लेकिन मुझे तुम्हें गिराना होगा।"
"MANTIS1_AXL","मैंने सुना है कि तुम हम New Generation Reploid के प्रोटोटाइप हो।"
"MANTIS2_AXL","तो, तुम Maverick Hunter क्यों बने?"
"MANTIS3_AXL","क्योंकि मुझे तुम जैसे बुरे Maverick की धुलाई करने में मज़ा आता है, Mantis।"
"MANTIS4_AXL","हम्फ़। तुम्हारी हिम्मत कैसे हुई मुझ पर ऐसा आरोप लगाने की जो मैं हो ही नहीं सकता?"
"MANTIS5_AXL","अच्छा और बुरा जैसी कोई चीज़ नहीं है। तुमने अभी तक यह नहीं समझा, है ना?"
"MANTIS6_AXL","मैं भले ही प्रोटोटाइप हूँ, लेकिन मत समझो कि मैं तुम Maverick गुंडों जैसा हूँ!"
"MANTIS7_AXL","हम नए Reploid के प्रोटोटाइप के लिए तुम बहुत मासूम हो।"
"MANTIS8_AXL","मैं मानता हूँ, मुझे थोड़ी जलन हो रही है।"
"MANTIS9_AXL","चलो मैं अपने ब्लेड से तुम्हें दिखाता हूँ?"
"PANDA1_AXL","तुम्हारे पास वही कॉपी क्षमता है जो हम New Generation Reploid के पास है।"
"PANDA2_AXL","..."
"PANDA3_AXL","क्या तुमने कभी सोचा है कि वह शक्ति दुनिया बदल सकती है?"
"PANDA4_AXL","मैं बस यही सोचता हूँ कि यह तुम Maverick की धुलाई करने में कैसे काम आती है!"
"PANDA5_AXL","कितनी बचकानी बात। लगता है तुम हमारे किसी काम के नहीं हो।"
"ROOSTER1_AXL","जानते हो तुम कहाँ हो, दोस्त?"
"ROOSTER2_AXL","मेरा नाम Axl है, और मैं तुम्हारा कोई दोस्त नहीं हूँ।"
"ROOSTER3_AXL","ख़ैर, यह कचरा निपटान केंद्र है..."
"ROOSTER4_AXL","यह इससे बहुत ज़्यादा है।"
"ROOSTER5_AXL","यह उन सभी Reploid का कब्रिस्तान है जिन्हें Maverick करार दिया गया।"
"ROOSTER6_AXL","अच्छा, तो तुमने सोचा कि बदले में विद्रोह शुरू कर दो?"
"ROOSTER7_AXL","यह Maverick जैसा व्यवहार है।"
"ROOSTER8_AXL","यही है तुम्हारा न्याय? तुम्हें कबाड़ में फेंका जाना चाहिए!"
"ROOSTER9_AXL","हम जो नई दुनिया बनाएँगे, उसमें तुम जैसे Reploid और पुराने मॉडल के लिए कोई जगह नहीं है!"
"SUNFLOWER1_AXL","Axl... आकार बदलने वाला। उन Reploid का प्रोटोटाइप जो नए युग का नेतृत्व करेंगे..."
"SUNFLOWER2_AXL","तो क्या? तुम कह रहे हो मुझे तुम्हारे साथ आना चाहिए? किस्मत खराब है, बेवकूफ!"
"SUNFLOWER3_AXL","काश तुम थोड़े ज़्यादा समझदार होते, तो तुम्हें भी चुना जा सकता था..."
"SUNFLOWER4_AXL","तुम गलत हो। हम शायद अच्छे नहीं हैं, लेकिन हम राक्षस भी नहीं हैं।"
"SUNFLOWER5_AXL","ऐसी अवधारणाएँ तुम जैसे मूर्खों की समझ से परे हैं।"
"SUNFLOWER6_AXL","यह आदमी बेकाबू हो गया है, बेहतर होगा इसे रोक दूँ इससे पहले कि यह बकवास जारी रखे।"
"TRILOBYTE1_AXL","यहाँ जो खनिज हम खनन करते हैं वह अंतरिक्ष विकास के लिए आवश्यक है।"
"TRILOBYTE2_AXL","मुझे नहीं लगता कि तुम जैसा अधपका प्रोटोटाइप समझ सकता है कि मैं क्या कह रहा हूँ।"
"TRILOBYTE3_AXL","तुम Maverick मुझे कभी समझ में नहीं आए।"
"TRILOBYTE4_AXL","मुझे चुना गया है और तुम्हें पीछे छोड़ दिया गया है। तुम कभी मेरे जितने प्रतिभाशाली नहीं हो सकते!"
"TRILOBYTE5_AXL","तुम्हारी सोच खराब है, Trilobyte। Sigma से बेवकूफ बनाए गए और इस्तेमाल हुए!"
"TRILOBYTE6_AXL","हमारी नई दुनिया जल्द ही जन्म लेगी! पुरानी दुनिया के मूर्ख तुम जैसे गिरेंगे!"
"YETI1_AXL","तो तुम वह प्रोटोटाइप हो जो आकार बदल सकता है?"
"YETI2_AXL","अगर हम इतनी आसानी से Maverick बन जाते हैं, तो मैं तुम्हारा प्रोटोटाइप होने से खुश नहीं हूँ।"
